Result,Word,Lemma,Analysis,Context
A,بخاتە,خستن,«ب»{Tense=Pres}{Mood=Sub}«خە»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing}«ە»{Clitic=E}{AdpType=Post},هەر کەسێک لاپەڕەی مێژووی ئەو سومبولانە بخاتە ژێر ڕەخنە لە دیدی خەڵکی سادە و دەسەڵاتدارانی ئەمڕۆ بە دژە کورد و بەکرێگیراو تاوانبار ئەکرێ
A,بخۆم,خواردن,«ب»{Tense=Pres}{Mood=Sub}«خۆ»[VERB]{Subcat=Tran}«م»{Person[subj]=1}{Number[subj]=Sing},وەک کورد نەمزانی چی تر بخۆم
A,بدات,دان,«ب»{Tense=Pres}{Mood=Sub}«دە»[VERB]{Subcat=Tran}«ێت»{Person[subj]=3}{Number[subj]=Sing},پەرە بە پەیوەندییەکانی خۆی بدات
A,بردنەوە,بردنەوە,«برد»[NOUN]«ن»«ەوە»{Masdar}{Source=Tran},یانەی هەندرێن بە فاوڵێک و لێدانێکی ڕاستەوخۆ توانی گۆڵی بردنەوە تۆمار بکات
A,بریتییە,بریتی,«بریتی»[NOUN]«ە»{Copula}{Person=3}{Number=Sing},پرسیاری دووەم بریتییە لە هەڵبژاردن
A,بزووتنەوەی,بزووتنەوە,«بزووت»[NOUN]«ن»«ەوە»{Masdar}{Source=Intr}«ی»{Clitic=Izafe},مشەخۆرانی بزووتنەوەی کوردایەتی
A,بڕۆین,ڕۆیشتن,«ب»{Tense=Pres}{Mood=Sub}«ڕۆ»[VERB]{Subcat=Intr}«ین»{Person=1}{Number=Plur},بۆ هەڵبژاردنی ئەنجومەنی پارێزگاکان ڕەنگە بە گڕوتینێکی زیاترەوە بڕۆین و بەشداری بکەین
A,بڕیارانەی,بڕیار,«بڕیار»[NOUN]«ان»{Number=Plur}«ە»{Clitic=DiscontinuousDem}«ی»{Clitic=Izafe},ئەو ڕاسپاردە و بڕیارانەی کە PKK وەک ئاکتیڤست واتە چالاک بەناو دەکات
A,بڕیاری,بڕیار,«بڕیار»[NOUN]«ی»{Clitic=Izafe},لە بڕیاری پەرلەمانی تورکیا سەبارەت بە دانی مۆڵەت بە دەوڵەت بۆ دەستتێوەردان لە عێراق و سووریا پێشوازی کرد
A,بڕیوەتە,بڕین,«بڕی»[VERB]{Subcat=Tran}«وو»{Tense=Pres}{Aspect=Perf}{Mood=Ind}«ە»{Person[abs]=3}{Number[abs]=Sing}«ە»{Clitic=E}{AdpType=Post},سیدکا چاوی بڕیوەتە یاریزانە پیشەگەرەکانی عێراق لە هاندەران
A,بژیم,ژیان,«ب»{Tense=Pres}{Mood=Sub}«ژی»[VERB]{Subcat=Intr}«م»{Person=1}{Number=Sing},ناتوانم لەگەڵی بژیم و لێی ببوورم.
A,بکرێت,کردن,«ب»{Tense=Pres}{Mood=Sub}«کر»[VERB]«ێ»{Subcat=Intr}{Voice=Pass}«ێت»{Person=3}{Number=Sing},هەمووان بتوانن لەو نێوەندەدا سوودمەند بن و بوونێکی کاریگەریان هەبێت لە نێو ئاڵوگۆڕەکاندا، نەک وەک کاڵایەک بازرگانیان پێوە بکرێت.
A,بکەن,کردن,«ب»{Mood=Imp}«کە»[VERB]{Subcat=Tran}«ن»{Person[subj]=2}{Number[subj]=Plur},لاوانی یەکێتی شانازیی بەو مێژووە پرشنگدارەی حزبەکەتانەوە بکەن و بەرز ڕای بگرن.
A,بن,بوون,«ب»{Tense=Pres}{Mood=Sub}{NS}«ب»[VERB]{Subcat=Intr}«ن»{Person=3}{Number=Plur},هەروەک سەدەکانی ناوەڕاست خۆیان بکوژ و ببڕ بن و دەوڵەمەندترین و بەدەسەڵاتترین کەس بن لە ناوچەکەدا
A,بەپێی,بەپێی,«بەپێی»[ADP],گوتیشی: بەپێی بڕیاری سەرۆکایەتیی ئەنجومەنی وەزیران بڕیارە لەم هەفتەیەوە وەزارەتەکان بودجەی خۆیان پێشکەش بکەن.
A,بەجێیەک,بەجێ,«بەجێ»[ADJ]«ێک»{Definite=Ind},لەم دوایییانەدا عەجوولی و هاروهاجییەکەی بەجێیەک گەیاندبوو کە ترسی خستبووە دڵی دایکییەوە.
A,بەدیهێنانی,بەدیهێنان,«بە»«دی»«هێنا»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},بە کاری دەهێنێت بۆ بەدیهێنانی خواست و مەرامەکانی
A,بەرامبەریشدا,لەبەرامبەر,«لەبەرامبەر»[ADP]«یش»{Clitic=îş}«دا»{Clitic=Da}{AdpType=Circ},لە بەرامبەریشدا پۆلیسەکان چەند فیشەکێکیان بە ئاسماندا تەقاندووە.
A,بەرپرسانی,بەرپرس,«بەرپرس»[ADJ]«ان»{Number=Plur}«ی»{Clitic=Izafe},ئەمەریکایش داوای هاوکاریی زیاتر لە لایەن بەرپرسانی عێراقی دەکات
A,بەردەوام,بەردەوام,«بەردەوام»[ADV],بەردەوام دەیویست لە ماڵەکەی ڕابکات!
A,بەرزبوونەوەی,بەرزبوون,«بەرز»[NOUN]{Masdar}{Compound}«بوو»«ن»«ەوە»«ی»{Clitic=Izafe},بەرزبوونەوەی کۆلیسترۆڵ جەڵتەی دڵ بەدوای خۆیدا دەهێنێت
A,بەرشلۆنەین,بەرشلۆنە,«بەرشلۆنە»[PROPN]{NE=Organ}«ین»{Copula}{Person=1}{Number=Plur},پێویستە هاندەران دڵنیابن ئێمە بەرشلۆنەین
A,بەرشەلۆنە,بەرشلۆنە,«بەرشلۆنە»{NS}[PROPN]{NE=Organ},ڕاهێنەری بەرشەلۆنە گوتی ئەوە یاری تۆپی پێیە
A,بەرشەلۆنەوە,بەرشلۆنە,«بەرشلۆنە»{NS}[PROPN]{NE=Organ}«ەوە»{Clitic=Ewe}{AdpType=Circ},لەلایەن یاریزانانی یانەی بەرشەلۆنەوە ئاراستەی ناکرێت
A,بەرهەم,بەرهەم,«بەرهەم»[PROPN]{NE=Person},د. بەرهەم: پەرەپێدانی قەوارەی ئیداریی ڕانیە هەنگاوێکی گرنگە
A,بەرەوڕووبوونەوەی,بەرەوڕووبوون,«بەرەوڕوو»«بوو»[NOUN]«ن»«ەوە»{Masdar}{Compound}«ی»{Clitic=Izafe},دوژمنی زایۆنیستی لە بەرەوڕووبوونەوەی گەلی فەلەستین داماوە
A,بەریتانییەکان,بەریتانی,«بەریتانی»[ADJ]{NE=Demonym}«ەکە»{Definite=Def}«ان»{Number=Plur},بە یەکێک لە گەنجترین تیرۆرستە بەریتانیەیکان دادەنرێت.
A,بەڕێوەچوونی,بەڕێوەچوون,«بەڕێوە»«چوو»[NOUN]«ن»{Masdar}{Compound}«ی»{Clitic=Izafe},بەڕێوەچوونی ڕێوڕەسمی 25 ساڵەی شەهیدانی ڤییەن لە گۆڕستانی پێرلاشێز
A,بەڕێی,بەڕێ,«بەڕێ»[ADJ]«ی»{Clitic=Izafe},فەڕانسەش چەند پاپۆڕی جەنگیی دیکەش بەڕێی ناوچە دەکات
A,بەسەر,بەسەر,«بەسەر»[ADP],داعش دەست بەسەر دوو قەزای تردا دەگرێت
A,بەشداریی,بەشداری,«بەشداری»[NOUN]«ی»{Clitic=Izafe},بەشداریی هەیئەتێکی کومیتەی نوروێژی حدک لە سمینارێکی پارلمانی ئەو وڵاتە دا
A,بەعس,بەعس,«بەعس»[PROPN]{NE=Organ},دوای ڕووخانی ڕژێمی بەعس کە بەڕێزیان بوونە سەمامی ئەمان بۆ عێراق و کوردستان و ناوچەکەش.
A,بەفەرمی,بەفەرمی,«بەفەرمی»[ADJ],عێراقییە بە فەرمی داوای گۆڕینی مالیکی دەکات
A,بەگوێرەی,بەگوێرەی,«بەگوێرەی»[ADP],بەگوێرەی ئەم ڕاپۆرتە، ئێران هەوڵی خۆبەخشانەی بە باشی و بەتەواوەتی جێ بەجێ کردووە
A,بەلجیکا,بەلجیکا,«بەلجیکا»[PROPN]{NE=Location},بەشداری هەیئەتێکی کومیتەی بەلجیکا و یەکێتی لاوان لە کۆبوونەوەی خانەی پاڕلمانتارانی بەلجیکا لەسەر کورد
A,بەلووچ,بەلووچ,«بەلووچ»[PROPN]{NE=Ethnic},کورد، بەلووچ و ئێرانییە ئازادیخوازەکانی دانیشتووی ئۆسڵو و دەوروبەر
A,بەڵام,بەڵام,«بەڵام»[CCONJ],بەڵام لە ناکاو هەر لەو ڕۆژانەی سەرەتاوە تووشی قڕە و شەڕەدەندووکەیەک بوون
A,بەڵکوو,بەڵکوو,«بەڵکوو»[ADV],ئێمە نەک هەر داعش بەڵکوو هەر هێزێکی دیکە هێرشمان بکاتە سەر، بەرگری لە خۆمان دەکەین.
A,بەڵگەوە,بەڵگە,«بەڵگە»[NOUN]«ەوە»{Clitic=Ewe}{AdpType=Circ},بە بەڵگەوە: خۆفرۆشێک، وەک شەهیدی سەنگەر، موچەی شەهیدانە لە پارتی دێموکراتی کوردستان وەردەگرێت
A,بەڵێ,بەڵێ,«بەڵێ»[PART],بەڵێ ئاوام
A,بەم,بەئەم,«بە»[ADP]«ئەم»[PRON]{PronType=Dem},لە ماددەی یەکەمدا بەم جۆرە ڕاڤەی منداڵ دەکات
A,بەناوبانگ,بەناوبانگ,«بەناوبانگ»[ADJ],بە پێش چەندین یانەی ئەوڕوپی بەناوبانگ کەوتووە
A,بەندە,بەندە,«بەندە»{Number=Sing}{Person=1}[PRON]{PronType=Prs},ئیدی بە ڕای بەندە هیچ سەرکردە و لایەنێکی کوردی مافی ئەوەیان نەماوە کە گلەیی لە کەرکوکیەکان بکەن
A,بەهۆی,بەهۆی,«بەهۆی»[ADP],ئەویش بەهۆی بوونی ناکۆکی گەورە لەنێوان نوری مالکی و سەرکردەکانی ئەلعراقیە و کوردەکانیش.
A,بەهێز,بەهێز,«بەهێز»[ADJ],تەقینەوەیەکی بەهێز لە مەهاباد دەیان کوژراو و برینداری لێ کەوتەوە / بە ڤیدیۆ ڕووداوەکە ببینن
A,بەهێزترین,بەهێز,«بەهێز»[ADJ]«ترین»{Degree=Cmp},شورتە بەبێ بەهێزترین یاریزانی یاریی دەکات
A,بەو,بەئەو,«بە»[ADP]«ئەو»[PRON]{PronType=Dem},بەڵام تەنیا نیوەی ئەو بودجەیە بەو ئیدارەیە درا.
A,بەیاننامەی,بەیاننامە,«بەیاننامە»[NOUN]«ی»{Clitic=Izafe},بەیاننامەی هاوبەشی حیزبی دێموکرات و کۆمەڵەی شۆڕشگێڕی زەحمەتکێشانی کوردستانی ئێران
A,بەیتەدا,بەیت,«بەیت»[NOUN]«ە»{Clitic=DiscontinuousDem}«دا»{Clitic=Da}{AdpType=Circ},ئەوەتا لەم دوو بەیتەدا
A,بوارە,بوار,«بوار»[NOUN]«ە»{Clitic=DiscontinuousDem},میدیای کوردی بە بڕوای زۆربەی چاودێران و پسپۆِڕانی ئەو بوارە نەیتوانیوە ببێتە هەوێنی چارەسەرکردنی دۆخی ناجێگیری هەرێمی کوردستان
A,بودجەی,بودجە,«بودجە»[NOUN]«ی»{Clitic=Izafe},سبەینێ پەرلەمان بودجەی حیزبەکان تاووتوێدەکات
A,بوو,بوون,«بوو»[VERB]{Subcat=Intr}{Tense=Past}{Mood=Ind}«Ø»{Person[subj]=3}{Number[subj]=Sing},گۆڵی ژمارە 234 بوو لە مێژووی یاریکردنی بۆ یانەی بەرشەلۆنە
A,بووم,بوون,«بوو»[VERB]{Subcat=Intr}{Tense=Past}{Mood=Ind}«م»{Person[subj]=1}{Number[subj]=Sing},ماوەیەک پێش ئێستا خەریکی خواردن ئامادەکردن بووم
A,بوون,بوون,«بوو»[NOUN]«ن»{Masdar}{Source=Intr},سەرۆک بارزانی: خەونی من هیی سەربەخۆییە نەک بوون بە سەرۆک.
A,بوونیان,بوون,«بوو»[NOUN]«ن»{Masdar}{Source=Intr}«یان»{Person=3}{Number=Plur},هاووڵاتییان بوونیان هەبووە و کەش و هەوایەکی ئەمنییەتییان بەو ڕێپێوانە داوە.
A,بۆ,بۆ,«بۆ»[ADP],بە هۆی بوونی ڤیتامینەوە بۆ بەهێزکردنی پووکی ددانەکان بەسوودە
A,بۆچوون,بۆچوون,«بۆچوون»[NOUN],گونجاوترین بۆچوون
A,بۆسەدان,بۆسە,«بۆسە»[NOUN]«دا»{Clitic=Da}{AdpType=Circ}«ن»{Copula}{Person=3}{Number=Plur},بۆیە بەردەوام لە پیلان و بۆ سەدان بۆی
A,بۆشاییی,بۆشایی,«بۆشایی»[NOUN]«ی»{Clitic=Izafe},بۆشایی دەوڵەت لە کوردستان و کێشەکانی ژنان و پەنابەران باسکران
A,بۆند,بۆند,«بۆند»[PROPN]{NE=Person},دەیهەوێت ببێتە «جێیمس بۆند»ی داهاتوو
A,بۆیان,بۆ,«بۆ»[ADP]«یان»{Person=3}{Number=Plur},بۆیان هیوادارە بەرشەلۆنە ببێتە پاڵەوانی ئەوروپا
A,بیروڕا,بیروڕا,«بیروڕا»[NOUN],کۆمەڵێک بیروڕا و کردەی جۆراوجۆر و فرە ڕەهەند پێکهاتووە
A,بیڵێن,گوتن,«ب»{Mood=Imp}«ی»{Person[obj]=3}{Number[obj]=Sing}«ڵێ»[VERB]{Subcat=Tran}«ن»{Person[subj]=2}{Number[subj]=Plur},هەرچی دەڵێن بیڵێن
A,بین,بوون,«ب»{Tense=Pres}{Mood=Sub}{NS}«ب»[VERB]{Subcat=Intr}«ین»{Person=1}{Number=Plur},کاروانی پێشکەوتن و داهێنانە جیهانییەکان بین
A,بێ,بێ,«بێ»[ADP],گفتوگۆی دانی ویلباک و مانچستێر یوونایتد بێ ئەنجام بوو
A,بێت,بوون,«ب»{Tense=Pres}{Mood=Sub}{NS}«ب»[VERB]{Subcat=Intr}«ێت»{Person=3}{Number=Sing},ئەگەر بتەوێت ڕوون بێت
A,بێدەنگ,بێدەنگ,«بێدەنگ»[ADJ],بێدەنگ بێدەنگ کاتژمێرەکەی شاری لەندەن بەبێ چرکە
A,پاراستنی,پاراستن,«پاراست»[NOUN]«ن»{Masdar}{Source=Tran}«ی»{Clitic=Izafe},لەسەر بنەمای یەکڕیزی، سازانی نیشتمانی و پاراستنی هاوپەیمانی.
A,پارێزگای,پارێزگا,«پارێزگا»[NOUN]«ی»{Clitic=Izafe},پارێزگای ئیلام هەتا ئێستا هۆڵێکی فەرهەنگی تێدا نییە
A,پازدە,پازدە,«پازدە»[NUM]{NumType=Card},پێویستە بەلای کەمەوە هەر پازدە منداڵ توێژەرێکی کۆمەڵایەتییان هەبێت
A,پاڵەوانەکان,پاڵەوان,«پاڵەوان»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},ئەو ڕاپۆرتەی ناوبژیوان پاش کۆتایی هاتنی یاری کۆتایی جامی یانە پاڵەوانەکان پێشکەشی یەکێتی ناوبراوی کردووە.
A,پاڵەوانی,پاڵەوان,«پاڵەوان»[ADJ]«ی»{Clitic=Izafe},چێڵسی بووە پاڵەوانی جامی یەکێتی ئینگلتەرا
A,پاوە,پاوە,«پاوە»[PROPN]{NE=Location},چالاکیی تەبلیغی لە شاری پاوە بەڕێوەچوو
A,پایتەخت,پایتەخت,«پایتەخت»[NOUN],ئەمڕۆ پاڵەوانێتی جامی جیهانی بۆ هەرێمەکان لە پایتەخت دەست پێ دەکات
A,پاییزی,پاییزی,«پاییزی»[ADJ],بە گوریسی گەردەلوولی پاییزی خۆی لە دار ئەدا
A,پتر,پتر,«پتر»[ADJ]{Degree=Cmp},پتر لە بیست ساڵە دەنووسێ.
A,پرشنگدار,پرشنگدار,«پرشنگدار»[ADJ],خۆڕاگریی کوبانێ و سەرەتای ئایندەیەکی پرشنگدار!
A,پرۆژەکەیان,پرۆژە,«پرۆژە»[NOUN]«ەکە»{Definite=Def}«یان»{Person[psor]=3}{Number[psor]=Plur},لە ئێستاشدا پرۆژەکەیان ڕادەستکراوە
A,پرۆستات,پرۆستات,«پرۆستات»[NOUN],پرۆستات و سێکس
A,پرۆسەی,پرۆسە,«پرۆسە»[NOUN]«ی»{Clitic=Izafe},مەلا بەختیار: ی.ن.ک جێگەی متمانەی گەورەی پرۆسەی سیاسیی عێراقە
A,پرۆگرامی,پرۆگرام,«پرۆگرام»[NOUN]«ی»{Clitic=Izafe},بێنەوبەری پرۆگرامی زانستی
A,پزیشکان,پزیشک,«پزیشک»[NOUN]«ان»{Number=Plur},سیستمی دامەزراندنی پزیشکان ناگۆڕێت
A,پڕ,پڕ,«پڕ»[ADJ],ئەو شوێنە پڕ دار و ڕەزە، لە کەپرێکی خۆش و فێنک دەچوو
A,پسپۆڕی,پسپۆڕ,«پسپۆڕ»[NOUN]«ی»{Clitic=Izafe},چوار پسپۆڕی دەروونی وانەکانی خولەکە دەڵێنەوە
A,پەرلەمانەکەی,پەرلەمان,«پەرلەمان»[NOUN]«ەکە»{Definite=Def}«ی»{Clitic=Izafe},تێپەڕاندنی ئەم پڕۆژەیەی دەستور لەلایەن پەرلەمانەکەی هەردوو حیزبی سەرەکی هەرێم، هەڵەیەکی گەورەیە
A,پەرلەمانی,پەرلەمان,«پەرلەمان»[NOUN]«ی»{Person=3}{Number=Sing},دەستەی دادوەری، ئەنجامی هەڵبژاردنی پەرلەمانی پەسەند کرد
A,پەروەردەی,پەروەردە,«پەروەردە»[NOUN]«ی»{Clitic=Izafe},پەروەردەی منداڵان
A,پەلامارێکی,پەلامار,«پەلامار»[NOUN]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},چەند پەلامارێکی تیرۆریستی لە دەوروبەری کەرکوک دوو کوژراو و سێ برینداری لێکەوتەوە
A,پەیوەندیدارەکان,پەیوەندیدار,«پەیوەندیدار»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},لایەنە پەیوەندیدارەکان لە کوردستان و عێراق
A,پۆست,پۆست,«پۆست»[NOUN],بۆ جەنابت لە پۆست و بەرپرسایەتیی نوێدا
A,پۆستەکەی,پۆست,«پۆست»[NOUN]«ەکە»{Definite=Def}«ی»{Clitic=Izafe},دەستوور پۆستەکەی بارزانی دەهێنێتەوە سەر مێزی گفتوگۆ
A,پۆگبا,پۆگبا,«پۆگبا»[PROPN]{NE=Person},پاول پۆگبا ڕاشیگەیاند کە سوودی زۆری لەو یاریزانە بینیوە
A,پۆیانەی,پۆ,«پۆ»[NOUN]«ان»{Number=Plur}«ە»{Clitic=DiscontinuousDem}«ی»{Clitic=Izafe},هەموو ئەو ڕایەڵ و تان و پۆیانەی بە تاکەکانی تر و بەکۆمەڵ و بە کولتوور و داب و باوەکانی دەبەستنەوە
A,پیرانشاری,پیرانشاری,«پیرانشاری»[ADJ]{NE=Demonym},کوژرانی کەسێکی پیرانشاری لەلایەن بەکرێگیراوانی ڕژێمەوە
A,پیسدا,پیس,«پیس»[ADJ]«دا»{Clitic=Da}{AdpType=Circ},ئایا لە هەوای پیسدا وەرزش بکەین یان نا؟
A,پێ,پێ,«پێ»[ADP],بۆ ئەوەی دانوستانەکانیان بە ئامانجی ڕێکەوتنی یەگجارەکی درێژە پێ بدەن.
